client reference no,balance,status,consumer name,consumer address,ssn
a7338e96-f36a-4a02-893b-be0e136b6853,21705.8,INACTIVE,Veronica Thomas,"3298 Shannon Islands Apt. 410
North Josephfurt, ND 34937",190-94-9794
ff666a87-7019-4016-9b08-a818d4939921,23150.32,INACTIVE,Ronald Barrett,"8666 Blanchard Estate Suite 720
North Amandahaven, GU 09351",241-60-7302
b8589bb0-dd11-463b-8160-53b66967e412,70339.93,IN_COLLECTION,Katelyn Graham,"394 Johnson Valley Suite 354
Delgadoshire, SD 49789",361-29-6658
a39e450c-5b6e-412a-ad11-3fca2bcba3c6,43157.8,PAID_IN_FULL,Andrew Andrade,"7364 Matthew Court Suite 508
Jamesshire, LA 77083",231-85-5846
978d4cd6-089a-4cc0-bb0e-56c179009f98,50541.77,INACTIVE,William Adams,"3118 David Shoal Suite 407
Port Darryl, NC 29054",585-79-4415
c5c3b876-53fc-44b9-a414-81e5ee168653,77586.08,PAID_IN_FULL,Brenda Smith,"47136 Arroyo Mission Suite 535
Lake Lori, NV 63556",890-78-6401
5f0dda49-b1cd-482c-9bf2-caf3fee6200e,28779.91,IN_COLLECTION,Jacob Solis,"958 Nielsen View Suite 161
Henryland, TN 37496",422-87-1285
5bb01a6d-ff62-497f-b8fd-857a88096341,18687.97,IN_COLLECTION,Sarah Knight,"59181 Ronald Plaza
Kingstad, NE 39787",732-93-4256
75de776e-3ad5-4c0e-8972-7c3f6118d976,64906.86,PAID_IN_FULL,Jennifer Griffin,"65628 Heather Mount
Manninghaven, KS 11580",610-49-2483
7b4053f9-05f0-4591-ae2b-778591d95343,51801.95,PAID_IN_FULL,Lauren Snyder,"3422 Angela Cape
Marshallview, MI 05591",196-61-5550
3a9554df-147e-469c-8cfa-c256b2fb1ddc,86115.27,IN_COLLECTION,Michaela Kim,"97375 Davis Islands
Port Alex, MT 99930",474-79-1799
4dbfb5d3-7b5d-4b6e-9c05-50f45f61bca8,88666.23,PAID_IN_FULL,James Rivas DVM,"09273 Jason Flats
New Erintown, TN 14243",741-90-2702
fb9149b4-8c9e-4125-9647-8958f562e303,8655.33,IN_COLLECTION,Miguel Smith,"5308 Angela Path
Amandaland, HI 79891",621-70-7218
21e7a7b3-b5a0-4a0c-9a98-76a4534b1bef,3893.22,PAID_IN_FULL,Christopher Young,"80402 Smith Courts Apt. 461
Michelleport, NH 55912",781-80-5741
3ee1efcc-d5be-49bc-8bf7-37a9aabca59a,75164.73,PAID_IN_FULL,Ms. Jennifer Mendez,"5772 Becky Greens
South Amyhaven, KY 19909",487-37-6062
9991d95a-c979-4acd-a97c-3a42fae9bef3,56321.94,PAID_IN_FULL,Jonathan Fischer,"42640 Gardner Glens
North Angelaborough, AK 80614",487-18-0632
c4ffc75e-64ad-4970-8c57-7fab58f3c52a,23981.26,PAID_IN_FULL,Erica Ford,"80905 Contreras Lodge
South Kellie, TN 34659",139-89-0673
bd7f9efd-57f0-43eb-ae5a-b60629180e65,7717.03,PAID_IN_FULL,Mary Wilson,"PSC 6107, Box 3039
APO AA 03085",748-28-5640
c457019f-e839-4204-a046-a9d35a55144e,82369.47,INACTIVE,Jay Webb,"220 Brown Knolls
Aliciaburgh, WA 51557",414-11-8947
3d3249fa-6687-4489-ad5e-655474b0764f,82616.89,INACTIVE,Ashley Thomas,"904 Andrew Hill Suite 760
South Thomasfort, ND 62783",876-16-0163
4c52c555-286c-4891-bdd2-dc57e5ac4510,97822.63,INACTIVE,Adam Williams,"61295 Brian Stream Suite 370
East Michaelville, MN 66651",085-62-9882
7d576d86-6cd7-4807-89bb-4f060d071c2f,49213.55,INACTIVE,Brooke Williams,"020 Garcia Village
Garnertown, CO 65927",719-57-0973
8f4e9868-fb6d-4a1f-b00e-1dfebf0eeccc,2880.64,INACTIVE,Joshua Moore,"4396 Kelly Inlet Suite 054
Caitlinberg, DE 33038",409-35-5007
4b466369-245d-43cf-bd97-5a52208656ed,18905.12,INACTIVE,Jennifer Martinez,"613 Tara Forks Apt. 589
Port Tinastad, FM 46187",795-60-5265
97412e28-15e2-47bb-95bd-8b4c5d56ccba,55067.67,PAID_IN_FULL,Darrell Gomez,"7694 Michael Divide Suite 743
East Jessica, CO 47519",847-99-4021
7da132c5-c899-4f98-81b7-516c798f5d2a,23228.07,PAID_IN_FULL,Rebecca Deleon,"3442 Andrew Throughway
West Christinefort, CA 90085",143-11-7743
e11758db-4145-47c0-9d8e-574b3d840c3c,89536.58,IN_COLLECTION,Brent Coleman,"1997 Greer Track
West Melinda, MT 46554",287-97-7871
582f5b38-1085-4540-b6b2-0c1d8e458972,69174.74,INACTIVE,Monica Flowers,"19232 Tammy Glen Suite 738
East Patriciaborough, WV 85549",129-86-1703
833a4f94-78c5-4a96-bda9-9fbb40d6561b,93582.65,INACTIVE,Nathan Valenzuela,"15095 Gomez Extension Suite 809
Baileychester, LA 71436",749-47-6521
43e26c05-63b7-426e-94f5-3cd8aa013258,99637.98,IN_COLLECTION,Kristopher Sandoval,"484 Michael Parkway Apt. 113
Turnerton, MI 98158",316-36-1985
c56d8ae1-7d14-4e27-aeb7-c0ff53d5801d,74926.35,INACTIVE,Victoria Graves,"266 Wright Turnpike Apt. 862
North Jose, NC 94581",375-97-0822
b2b37667-03d5-4b9d-aa46-805207825fff,31295.88,IN_COLLECTION,Christopher Thomas,"08375 Abbott Track Apt. 473
Littlemouth, WA 77955",350-76-9546
9874d65c-b563-4dcd-a6d5-fc4ad2a4afd2,87199.07,INACTIVE,Nicole Armstrong,"38887 Cole Spur Apt. 566
East Tiffanymouth, OK 34417",877-58-1172
150611cd-e0be-4e51-a0c3-0a4345abcee9,3449.71,INACTIVE,Christopher Fuller,"101 Melissa Highway
Port Richardfort, SD 18656",334-96-0269
adba6bb4-4a32-4dad-81ba-97f522938b29,41569.3,PAID_IN_FULL,Sarah Morris,"PSC 9696, Box 2625
APO AE 24839",505-63-9437
6b772727-3165-4eb2-84c8-43150ff48ff6,86005.32,INACTIVE,Christian Dyer,"82815 Amanda Drives
Taylorfort, DE 21056",704-36-1323
5024270b-2d1f-4d5a-84df-f55b2fb478aa,37900.93,PAID_IN_FULL,Lawrence Saunders,"USCGC Gordon
FPO AP 95586",066-08-6800
376f7112-f589-4473-ae30-aad296d68755,37284.24,PAID_IN_FULL,Timothy Harris,"USNS White
FPO AA 96667",810-65-7332
9aa9f4e2-e1ae-4cb3-8a7f-ec8134935472,30604.48,IN_COLLECTION,Jeffrey Daniels,"80937 Kelly Valley
North Anthonychester, AL 19317",786-20-0044
0f122302-c554-4371-9ffb-830e16f2ed78,19221.94,INACTIVE,David Riggs,"65054 Carey Drive Suite 909
Wyattville, KS 81443",100-41-5336
2a903d0e-c977-41da-96af-f45d97d5bfe3,78306.25,PAID_IN_FULL,Michael Ryan,"950 Glen Forks
Mayoton, HI 22390",234-25-2196
3559614c-1b9d-4114-821a-a5c9e7343a26,6018.5,PAID_IN_FULL,Brenda Smith,"47136 Arroyo Mission Suite 535
Lake Lori, NV 63556",890-78-6401
fe05c65c-6bd1-4ba0-89fa-f6da893a6b87,50057.41,PAID_IN_FULL,Christopher Massey,"133 Kristi Knolls
Marktown, MO 14023",512-28-0842
4258b160-5bcc-4aa0-b026-7f207f1759f3,73973.52,PAID_IN_FULL,Christopher Hayes,"3560 Ruiz Vista Suite 645
Port Brettside, AK 17273",044-63-2039
94573862-b695-41e9-a740-a1c560a72cd7,82302.29,INACTIVE,Kevin Miller,"5334 Davis Points Suite 838
Jessicaville, TX 75452",481-77-0555
45f46359-2ea8-40a2-9314-3cbb62d49982,11576.21,PAID_IN_FULL,Alexander Stewart,"1289 Keller Fall
New Kent, TN 34003",881-15-4055
4f2421be-821f-43e0-b067-8a15619b52bd,10032.26,PAID_IN_FULL,Jennifer Simon,"1295 Danielle Plain
Melanietown, MP 06816",740-88-0838
de7ba384-9f3e-4049-97d5-22341f4b19f1,34290.69,IN_COLLECTION,Alicia Harvey,"Unit 9601 Box 2575
DPO AP 91658",194-64-1395
5c04ae45-2cf1-43fd-9e07-7721a57a0a46,39920.21,INACTIVE,Michelle Gonzalez,"66091 Donald Prairie Suite 175
Coreyland, VT 84909",301-91-7917
5a633d18-b3a7-4226-ab6e-6bc0cb4dde63,87257.74,PAID_IN_FULL,Joan Dunn,"891 Dale Overpass Suite 071
New Ryanmouth, WV 11003",542-65-1401
fe8271a9-12cf-44cd-a445-3df0ec523725,16819.87,INACTIVE,Kelly Hobbs,"Unit 4059 Box 0574
DPO AE 93930",882-81-3518
034570f1-dcac-4d02-b3f5-3f955772bbf2,13160.5,IN_COLLECTION,Richard Mcpherson,"62859 Krause Gardens Apt. 864
Greenbury, TX 05099",217-62-0907
bfdfa733-f741-426a-86dd-44a8055252e8,7817.94,INACTIVE,Michelle Serrano,"970 Cindy Centers
Josephview, MT 47720",799-67-3504
ebf0496f-2923-46fa-9ce4-9c8d240dca41,37069.92,PAID_IN_FULL,Wendy Moran,"25029 Charles Shoals Suite 330
Robertfurt, GU 77873",088-14-3501
f05fa5a2-03e9-4519-a945-d25b22416094,13953.03,INACTIVE,Crystal Baker,"64131 Melissa Flat
Lake Robert, AL 99092",597-27-4675
edc91e46-39de-4613-a02c-270e10d86d0a,79775.58,PAID_IN_FULL,Colleen Lambert,"77860 Janet Manor Suite 311
Laurenmouth, AK 42264",404-09-9985
26048cb6-76d0-49cc-8f74-997d2064ff32,56548.29,IN_COLLECTION,Miranda Mitchell,"4448 Hicks Island
New Miranda, SD 96912",828-67-6263
ca577ed8-dcab-4a56-bba7-e54138ad370b,61791.79,IN_COLLECTION,William Adams,"3118 David Shoal Suite 407
Port Darryl, NC 29054",585-79-4415
3389eac9-ce2c-4bfc-9a59-6035d00bfe22,1365.34,IN_COLLECTION,Thomas Lynch,"340 Craig Plain Apt. 475
Brittanymouth, HI 20687",435-27-5002
3a058eef-b502-417e-a469-e1e2366b1e53,20451.92,PAID_IN_FULL,Steven Kim,"91572 Walter Circles Suite 628
Michaeltown, LA 52288",605-30-5111
c1d2f082-a8c4-4d00-a57d-96ca030515ed,37807.69,IN_COLLECTION,Justin Reed,"878 Skinner Radial
South Geraldshire, FM 10402",031-56-9937
5024270b-2d1f-4d5a-84df-f55b2fb478aa,37900.93,PAID_IN_FULL,Colin Spencer,"375 Thomas Hill Suite 497
Jesusfort, MP 79333",241-38-4876
3ee08fc4-1cf7-4727-8a84-5d513e3e4175,65492.41,INACTIVE,Melissa Allen,"12709 Alvarez Tunnel
South Jasontown, VI 41189",758-97-4639
6a5211b7-ed7d-4d8f-a2fa-5b4c93d70f62,63603.31,INACTIVE,Taylor Gonzalez,"27272 Dickerson Forks
East Deborahview, RI 98266",593-83-4515
036d0a88-ab92-4c08-a01b-9afa861087fe,27974.6,PAID_IN_FULL,Jacob Solis,"958 Nielsen View Suite 161
Henryland, TN 37496",422-87-1285
b0f6e518-fdd4-468e-b6f4-96b57bde56f7,44426.95,IN_COLLECTION,Erin Shaw,"158 William Haven Apt. 018
Ambertown, IN 24507",741-33-2048
2fc700fe-5035-41e1-b2ac-4cda460db4fb,98935.9,PAID_IN_FULL,Marc Johnston,"13423 Turner Road Suite 931
Hollandton, AL 27173",704-86-5958
088c8e9c-5b72-483c-b4cf-9881d814d5a1,56340.41,INACTIVE,Richard Johnson,"383 Danny Viaduct Apt. 017
Desireeside, ID 47681",710-28-8621
c14712a7-d97b-4a54-b535-bbed47346bc5,34664.88,IN_COLLECTION,Aaron Murillo,"64445 Hart Brook Suite 616
East Rodney, AR 30105",080-07-7042
ba4b1bae-c9da-4acc-b721-09e685d30bd1,96107.09,IN_COLLECTION,Miss Anna Baker,"23229 Gonzalez Parkways Suite 124
Ericside, ME 05406",384-65-3914
c8f36233-bdbb-4c2f-b324-f3aa3b621474,25509.43,INACTIVE,Terry Kirby,"1829 Macias Vista Suite 286
South Moniquefurt, MS 14789",814-96-9090
e0211a48-8e44-479c-a27c-3751afecd156,25644.41,INACTIVE,Monica Perez,"612 Patel Overpass
Lopezport, WI 74029",445-97-0541
442d7e8b-e59b-4c98-a3a9-c26316227140,16530.19,INACTIVE,Christina Phillips,"6720 Melissa Extensions
Marytown, CA 23518",713-90-2443
2bba656d-78d4-4976-9d07-0ab75557e1f4,94386.44,IN_COLLECTION,Corey Reeves DDS,"4702 Lydia Inlet
Savannahfort, VT 45320",564-60-8489
ee71285a-4a6a-4de9-874a-b72b6cf94175,53621.28,IN_COLLECTION,Wesley Shannon,"Unit 0599 Box 8744
DPO AE 18537",553-96-5585
f727149d-5ddc-4dfd-9f13-a60c4eb46fa1,50651.81,INACTIVE,Jamie Brewer,"42838 Erika Camp Apt. 923
Chasehaven, OK 17310",392-05-8775
b2ffde49-80c2-404b-9145-10c5e122979a,18414.15,IN_COLLECTION,Mary Bell,"31151 Christine Club
East Larryville, PR 18616",782-70-3595
c31dae00-fcde-4674-b02b-18ae929b0684,4889.51,INACTIVE,Sherry Long,"62219 Tina Walk Apt. 725
New Tyler, AR 67121",084-24-7615
7c96386e-efab-4ebe-9fb3-4e41b0ad9b00,31965.02,IN_COLLECTION,Michael Mosley,"674 Carlos Via
Lake Nicholas, AK 34688",708-85-3628
3babd861-fbef-4310-9ee3-b933185e0944,46935.14,IN_COLLECTION,Michael Evans,"PSC 8304, Box 0926
APO AP 38014",774-74-5844
87cdf068-ccaa-44d0-81a0-76fec45b0d3b,63274.2,PAID_IN_FULL,Cynthia Schmitt,"07629 Castro Trail Suite 453
Franklintown, MA 05474",846-81-7488
f1ca0c58-af62-4088-9aca-98683adaef83,1923.01,PAID_IN_FULL,Timothy Young,"09873 Benjamin Freeway Suite 453
Debraside, DE 57879",594-80-9565
d55429e8-c64b-4273-afc5-8ff4a1ba5fc2,69384.39,IN_COLLECTION,Henry Norris,"350 Crystal Plains
Port Andrewport, ID 65999",748-55-6748
6a5211b7-ed7d-4d8f-a2fa-5b4c93d70f62,63603.31,INACTIVE,Jeffrey Obrien,"965 Kenneth Trace
Rebeccaberg, AK 91008",831-31-0504
ead50e42-6a38-46c3-a0c8-bc6dda09a12a,82155.12,INACTIVE,Jermaine Thomas,"0701 Malone Corners
Josehaven, LA 69613",809-31-0418
f59eb938-d939-450f-97fd-f7a3b27acca9,96850.73,PAID_IN_FULL,Erin Shaw,"158 William Haven Apt. 018
Ambertown, IN 24507",741-33-2048
a878779a-5411-475d-9f57-3104d7e49b7a,51675.31,PAID_IN_FULL,Sarah Moore,"77038 Sellers Lights Suite 399
North Jefferyborough, NY 41942",278-24-2489
29c2b7ca-be2d-44e2-a405-27505c5758c4,41155.07,INACTIVE,Rebecca White,"43461 Rhonda Lane Suite 759
Hintonview, FL 46061",115-04-3385
7510a1a4-2622-413b-96c4-b0dc7df5b005,53870.46,IN_COLLECTION,Joshua Moore,"4396 Kelly Inlet Suite 054
Caitlinberg, DE 33038",409-35-5007
87c26dc5-4ae1-4e76-93ee-266521752dae,90185.71,INACTIVE,Karl Mcdonald,"53453 Kevin Pass Apt. 616
Lesliemouth, NH 58026",419-60-4089
a8da1b78-a6e3-42c1-bcc5-580538050eb6,2340.88,PAID_IN_FULL,Christopher Young,"80402 Smith Courts Apt. 461
Michelleport, NH 55912",781-80-5741
09d7ac49-68d9-4472-96e1-8aafbfc5a9ca,73356.48,INACTIVE,Sara Bennett,"041 Jesse Light Apt. 630
Campbellport, IL 78436",838-03-8211
2472e1d8-8376-4421-9391-8e3d1576cba8,65608.59,INACTIVE,Christopher Graham,"44312 Martinez Club Suite 801
Martinchester, PW 90323",452-29-7242
cf238f69-416d-4477-ae44-f3893b731b10,32315.52,PAID_IN_FULL,Brett Mcdonald,"550 Johnson Causeway Suite 763
Flowersstad, NJ 52075",182-92-6842
91e8d251-7072-4b25-bafb-6b260a91432c,15216.46,PAID_IN_FULL,Caroline Dodson,"280 Schmitt Row Suite 353
Gonzalezstad, CT 76860",789-63-4349
048545ff-b82c-4594-baf4-ae54b614ea6c,14046.98,PAID_IN_FULL,Wanda Hernandez,"7924 Casey Points
Gilbertshire, NH 04173",548-32-4568
abad9831-6864-4108-8150-bc3923a11dfa,11242.0,IN_COLLECTION,Jennifer Ramirez DDS,"684 Kristen Turnpike
East Carolyn, PR 84223",098-86-0357
8ebad02c-194b-42b8-b39b-d5619fcbd9fb,26672.28,IN_COLLECTION,Kelsey Taylor,"652 Collins Shoals Apt. 733
Sarahberg, PW 43452",158-66-1908
e6c4a6d8-ec0b-4105-beb5-00804ebea933,32771.97,INACTIVE,Michael Clark,"5394 George Trafficway
South Sandraborough, NV 68994",269-08-8669
2cf3b288-eb9f-4257-8492-f9c176d6c05a,14614.31,IN_COLLECTION,Alyssa Ford,"262 Salas Circle
West Lawrence, SC 89055",091-60-4046
6a5b6f0f-a5b1-486f-a98e-3cf48d541be6,98389.46,IN_COLLECTION,Lori Williamson,"720 Whitney Isle
New Audrey, TN 69486",772-77-0956
5114ab00-8347-4c77-b6b9-548183ce1f4e,87376.78,IN_COLLECTION,Katie Murphy,"692 Medina Fork
East Tamibury, OR 96243",670-86-0451
70fd5731-7b2b-45ed-9968-9275f6a20653,95403.58,INACTIVE,Mary Lewis,"777 Angela Cliffs Apt. 962
Sabrinashire, MI 64977",785-20-5423
dc95c289-bee5-4469-8ed2-1aa28d62d873,58254.27,INACTIVE,Amy Campbell,"9833 Tyler Trail Suite 596
West Brittanytown, WA 31490",105-42-6831
7f2018c5-6d56-4a52-ad88-f3dbd6d92627,14726.2,PAID_IN_FULL,Carrie Hernandez,"604 Danielle Forges
Emilyburgh, MD 40849",082-39-5325
f530c6c4-70b7-4cba-b248-04c8dab5f59c,15632.01,IN_COLLECTION,Kyle Arias,"959 Gonzalez Manor
New Johnathanmouth, AR 11051",274-97-0110
2cbe884e-8bbe-43aa-a1d0-62020b641582,69035.55,INACTIVE,Cynthia Schmitt,"07629 Castro Trail Suite 453
Franklintown, MA 05474",846-81-7488
84e2969a-6d33-4daa-8af9-7ed9389af0e6,2899.12,INACTIVE,Mark Fox,"360 Bullock Junctions Suite 510
Port Matthew, OK 43517",748-20-7469
6de98415-4ce4-4a2b-a985-52444b987a54,31551.74,INACTIVE,Jeffrey Harris,"15975 Shea Landing
West Claytonfort, AL 87903",081-54-0426
62aa1479-bed7-43b4-adf3-38de8bb81b4f,23920.78,INACTIVE,Jennifer Martinez,"613 Tara Forks Apt. 589
Port Tinastad, FM 46187",795-60-5265
ef31652b-e149-40e9-9fe8-2c2a2643a70a,94459.36,INACTIVE,Hannah Macias,"354 Downs Terrace
East Diane, NM 01234",340-49-4809
96d5ceb2-43ad-4701-9c92-8753c3f06be9,95665.11,PAID_IN_FULL,Jermaine Collins,"588 Pamela Crossroad Suite 019
Woodshaven, VI 36698",426-99-7958
731a0a92-9caf-4368-a37f-52380ea4aebd,97143.82,PAID_IN_FULL,Kenneth Brown,"USNV Norris
FPO AP 01365",857-70-6096
514f7324-0ba6-4006-81b8-5b047ead717a,6667.02,INACTIVE,Aaron Roman,"690 Montoya Plain
Lake Williamborough, IN 03074",747-96-4018
4ce8fc7b-def2-4e19-a2c3-7eef3d1ab67e,94781.74,IN_COLLECTION,Victor Carr,"649 Simmons Ford
Dunnchester, NE 01907",338-43-1589
696e98c2-a709-4d53-8a53-b41e29248c1e,49657.17,IN_COLLECTION,Dale Barajas,"025 Emily Manor
East Lisa, AK 55268",472-49-5330
858a366d-ba10-4154-8a92-426a684ff95f,22347.66,PAID_IN_FULL,Joshua Moore,"4396 Kelly Inlet Suite 054
Caitlinberg, DE 33038",409-35-5007
360ecabf-b5d4-445b-858d-282a6b30a2f9,35232.6,PAID_IN_FULL,Jared James,"507 Black Heights Suite 038
Stevenland, KY 68813",001-36-3723
d49a213e-8754-442b-b4dd-b274db32b8d4,57413.19,PAID_IN_FULL,Dawn Davis,"036 Debra Keys Suite 726
New Dalton, PA 94864",114-43-6628
ebf1abd5-f947-499c-ab18-67b8b1f87c5e,97304.5,PAID_IN_FULL,Bruce Jimenez,"36734 Lam Spurs Suite 061
Ronaldfort, CO 47645",828-47-2102
bfc10eda-8d1d-4a6d-9aa2-53cf6ed50271,50553.52,IN_COLLECTION,Brandon Watson,"23491 Glenn Vista
Coltonshire, KS 75255",682-91-1478
69a8871d-10e6-4d0b-8ad5-00c0c366cfd0,59522.16,INACTIVE,David Herman,"62369 Jason Turnpike Apt. 825
Ryanland, AL 96318",044-95-7715
92828b08-b694-40c6-b295-470228aa34f0,39923.43,PAID_IN_FULL,Allen Jackson,"544 Taylor Creek
North Vanessafurt, IN 39403",771-41-2104
9bd8b4bf-5ccf-4714-a0e7-fd79b3009b5b,66275.89,PAID_IN_FULL,Robert Butler,"5454 Mcmahon Extensions
Adrienneberg, VT 08930",606-80-9190
900845ff-cae1-4cb8-9727-009a117abe55,62654.54,INACTIVE,Michael Richardson,"Unit 3742 Box 6671
DPO AP 81870",766-81-3239
ac93a8e7-96f9-41de-b59f-54a4d6e81ac2,39292.62,IN_COLLECTION,Joseph Grant,"120 Davis Garden
Port Troychester, MS 47687",702-62-1975
e64b71b8-eb52-4a24-9e7d-1a3db8db7576,61806.53,INACTIVE,Ryan Rogers,"7083 Corey Springs Suite 418
Michelemouth, MH 97387",147-63-3938
69e85c64-7373-4760-97c6-8eabe43955a3,96854.83,INACTIVE,Linda Hatfield,"23702 William Union Suite 193
South Curtisside, NJ 85067",423-92-5655
97159c61-7edb-4440-a9c3-f2c387ae49ba,13238.84,IN_COLLECTION,Jesus Roberts,"48095 Daniel Place Apt. 348
Douglasport, TX 65979",166-96-8679
6155ee11-6eb5-4005-abc7-df2fe6c099ea,59464.79,PAID_IN_FULL,Michael Payne,"1954 Jennifer Port
West Karinamouth, NM 93004",220-05-5367
442d7e8b-e59b-4c98-a3a9-c26316227140,16530.19,INACTIVE,Carolyn Griffin,"3144 Hopkins Courts
Mitchellhaven, ND 96206",360-09-4398
5215ae8a-cb21-4282-86de-0588b475c2a5,99612.87,INACTIVE,Aaron Wood,"1368 Bond Valleys Suite 805
West Michaelville, SD 57064",379-70-3499
ee6f2e27-32c7-41ef-8eb5-7d5920e54836,76712.92,IN_COLLECTION,Rachael Brooks,"4393 Lucas Mall
Blackburnchester, LA 88641",244-36-5937
f8d3332b-1d6c-40c3-9c15-702a5c842466,91728.1,INACTIVE,Dawn Villarreal,"107 Hughes Parkways Apt. 104
Williamston, TN 60765",680-62-7619
f0d5ee79-a3b3-4afc-a6ec-74c8be7eebc9,90432.61,PAID_IN_FULL,Ryan Burnett,"50167 Gregory Keys Suite 472
North Ashley, MA 29440",068-88-6773
97ee53e6-5cfe-451f-9a30-f6c3bf9e74ba,57026.85,INACTIVE,Madison Robinson,"43653 Billy Mews Suite 038
North Debrahaven, TX 47098",276-50-6062
e09717e4-a42b-4352-aa8a-85f69247aecd,44731.75,IN_COLLECTION,Kelli Alvarez,"571 Nguyen Drives Apt. 198
New Michaelview, NC 49626",434-86-1875
87c26dc5-4ae1-4e76-93ee-266521752dae,90185.71,INACTIVE,Paige Johnson,"863 David Landing
East Wayne, KS 87253",067-16-2357
980188a2-2bfc-4954-ad85-ff914c5d86e6,34963.7,IN_COLLECTION,Donald Tran,"4301 Aaron Light
North Rachael, KY 08034",699-98-2456
5292c353-1270-4829-a6f8-edecf8293178,89010.01,INACTIVE,Morgan Lopez,"9859 Walton Drive
Wrighttown, LA 82920",321-53-8136
088c8e9c-5b72-483c-b4cf-9881d814d5a1,56340.41,INACTIVE,Thomas Hernandez,"4251 Nathaniel Shores Suite 515
Reidmouth, WA 87297",458-22-7191
6b1a0faf-dad6-4d71-a839-7c94f52b84a8,21724.4,PAID_IN_FULL,Kristen Mcguire,"013 Michael Via Apt. 165
Lisachester, VA 77019",239-94-1830
f7086f81-6395-4013-afd4-ee6046038f4a,32864.48,IN_COLLECTION,Kevin Miller,"5334 Davis Points Suite 838
Jessicaville, TX 75452",481-77-0555
7ed62cbe-f544-4a12-999d-45fff9866c10,39923.49,PAID_IN_FULL,Debra Mcconnell,"591 Ryan Trace
West Joseph, MD 56657",040-66-5900
ad37707c-bdb7-42dc-81d7-cee28f7290bc,4359.28,IN_COLLECTION,Rebecca Gregory,"21574 Jefferson Green
Tracymouth, LA 19773",608-41-6726
4e816647-ba64-4137-8daf-92d1f7be596e,18146.09,IN_COLLECTION,Elizabeth Parker,"6259 Jeffrey Junction Apt. 017
Lake Ernest, ME 91113",634-09-2495
fd05f0a8-3312-4b06-9ed8-1dde839b2816,76371.2,INACTIVE,Erica Ford,"80905 Contreras Lodge
South Kellie, TN 34659",139-89-0673
1f16bd53-1fb6-4b99-9883-68afb1c9d0b8,95724.43,INACTIVE,Angela Crawford,"87798 Billy Camp
Adamshire, WI 29961",899-73-2987
d7c5947d-7181-4ec4-813c-66444118d4c4,6405.53,INACTIVE,Gregory Marks,"PSC 0156, Box 4223
APO AA 18544",185-47-4236
a9cc07ce-bead-43bc-8ab3-d276db629a93,67068.42,INACTIVE,Steven Alvarez,"076 Newton Ville
Marietown, TX 13961",155-41-3125
fa633993-3ed0-4322-9c2e-a6ec87963059,25757.91,PAID_IN_FULL,Paul Banks,"Unit 5939 Box 7678
DPO AA 77870",290-55-3235
f87af2aa-45df-4169-9ce2-e44c06d623ce,31829.16,PAID_IN_FULL,Heather Roy,"88458 Smith Plains Apt. 973
Port Brenthaven, GU 07681",351-54-5227
ee528f5e-b73d-4d2e-96e4-98151129d5fd,81689.47,INACTIVE,Miss Anna Baker,"23229 Gonzalez Parkways Suite 124
Ericside, ME 05406",384-65-3914
e81da975-ea15-4ed1-a33d-e878bc2f131f,64362.75,PAID_IN_FULL,Jordan Levy,"306 Lisa Isle
South Leslie, KS 56198",274-74-4646
f81b7462-6ab0-4b90-bb81-5927e7cab090,2931.57,PAID_IN_FULL,Olivia Collins,"52660 Simpson Burg Suite 704
Olsonburgh, DC 19325",286-59-5332
553efdb3-2baf-4c2a-88e2-7417d6bb0409,53670.34,PAID_IN_FULL,Mario Nielsen,"571 James Trace Apt. 284
Pamland, MT 28298",166-41-6444
a4d9b6ca-e4f6-4a7e-bc67-cd4bd8437f16,24546.19,PAID_IN_FULL,April Williams,"55349 Morris Gardens
Heatherchester, NV 67072",461-93-0506
8cca8cd0-130c-446d-b342-2dd3c082f60a,70868.47,PAID_IN_FULL,Brian Richard,"86785 Sullivan Land
Marthaton, WV 57021",579-71-1528
fa1351c5-8388-4aa8-b9c5-e3933edf8bb3,36478.61,PAID_IN_FULL,Mary Lee,"60523 Gonzalez Station Suite 609
Port Donaldside, OH 83986",610-27-6558
77be569b-1a54-48fe-ab0a-eea12ed4e7c2,26048.79,INACTIVE,Andrew Thompson,"1540 Melissa Spur
Kingland, PW 09906",378-99-7046
6d1fa2c2-f2f9-4acb-9997-0fc9e4d955dc,20945.4,INACTIVE,Donald Erickson,"USNS Oliver
FPO AA 90284",790-78-7918
a1f0a071-c419-4ac6-b41f-48f7ad140e44,55930.88,INACTIVE,Tiffany Savage,"98305 Anderson Meadow
Hallstad, MN 26263",211-33-9606
0c64edc5-247c-4f82-9027-01b5a0c34099,10241.23,INACTIVE,James Morrow,"0920 Hoffman Wall
South Spencer, MN 60628",308-25-4502
f3584063-be69-4fe5-8ba1-428bdd8abac2,31930.87,IN_COLLECTION,Danielle Davis,"6999 Donald Circles Apt. 830
Laurenburgh, AZ 55082",550-06-6461
76e82e5e-b169-4c2a-a518-0d2c8f63ea5d,24141.64,PAID_IN_FULL,Charles Decker,"713 Amy Islands
Lake Michaelstad, TN 87126",320-55-1811
1a9467d6-9765-4ed0-a9e9-493feaa43afa,14196.02,PAID_IN_FULL,Deborah Carson MD,"673 Patrick Divide
Crawfordfort, AS 78046",022-02-0964
